citation_id,title,authors,year,doi,decision,reasoning,model,screened_at
274,Immune Checkpoint Inhibitors in the Treatment of Renal Cell Carcinoma.,,,10.1016/j.semnephrol.2019.12.009,exclude,"1. **Study Topic Assessment**: The title clearly indicates this study is about ""Immune Checkpoint Inhibitors in the Treatment of Renal Cell Carcinoma."" This is focused on cancer treatment (renal cell carcinoma), not autoimmune hepatitis.

2. **Disease Focus**: The study appears to be about renal cell carcinoma (a kidney cancer), which is completely unrelated to autoimmune hepatitis (AIH). There is no indication in the title that this study involves:
   - Autoimmune hepatitis patients
   - Animal models of AIH
   - Liver disease of any kind

3. **Checkpoint Inhibitor Context**: While the study does mention immune checkpoint inhibitors, it appears to be in the context of cancer immunotherapy treatment (using checkpoint inhibitors as drugs to treat cancer), not in the context of studying checkpoint receptors in the pathogenesis of autoimmune disease.

4. **Exclusion Criteria Check**:
   - The study appears to be about cancer treatment, not AIH
   - Even though checkpoint inhibitors are mentioned, they are being used as therapeutic agents for cancer, not being studied for their role in AIH pathogenesis
   - No abstract is available, but the title is sufficiently clear about the focus

5. **Inclusion Criteria Check**:
   - Does not appear to involve AIH patients or animal models (Criterion 3 not met)
   - Does not appear to compare AIH to controls (Criterion 4 not met)
   - The disease studied is renal cell carcinoma, not AIH",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:37:17.268198
250,Immune checkpoint inhibitor (ICI)-induced hepatitis diagnosed by liver biopsy followed by ICI-free chemotherapy leading to therapeutic effect: A case of lung  cancer treatment.,,,10.1016/j.rmcr.2022.101773,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

1. **Publication type**: The title indicates this is a case report (""A case of lung cancer treatment""). The exclusion criteria state that case reports with fewer than 3 patients should be excluded. This appears to be a single case report.

2. **Subject matter**: The title clearly indicates this is about ""Immune checkpoint inhibitor (ICI)-induced hepatitis"" - this is drug-induced liver injury from checkpoint inhibitor therapy, not autoimmune hepatitis (AIH).

3. **Exclusion criterion #4**: The exclusion criteria specifically state: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)"" should be excluded. This study is explicitly about ICI-induced hepatitis, which falls under ICI-DILI.

4. **Disease focus**: The study is about a lung cancer patient who developed hepatitis as a side effect of checkpoint inhibitor treatment. This is fundamentally different from studying the role of checkpoint receptors in the pathogenesis of autoimmune hepatitis. The study is examining an adverse drug reaction, not the underlying disease mechanism of AIH.

5. **Relevance to research question**: The review aims to understand whether checkpoint receptors are involved in AIH pathogenesis. This case report is about iatrogenic liver injury from checkpoint inhibitor drugs, which is a different clinical entity.

The citation meets two clear exclusion criteria: it is a single case report (fewer than 3 patients) AND it is exclusively about checkpoint inhibitor drug-induced liver injury.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:37:26.237450
278,Immune inhibitory proteins and their pathogenic and therapeutic implications in autoimmunity and autoimmune hepatitis.,,,10.1080/08916934.2019.1641200,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Assessment of Inclusion Criteria:**
1. Original research articles - UNCERTAIN: The title suggests this could be a review article given the broad phrasing ""implications in autoimmunity and autoimmune hepatitis,"" but without an abstract or full text, I cannot confirm whether it contains original data.

2. Studies examining checkpoint receptors - YES: The title explicitly mentions ""immune inhibitory proteins"" which aligns with checkpoint receptors, and specifically mentions autoimmune hepatitis.

3. Studies in AIH patients or models - YES: The title specifically mentions ""autoimmune hepatitis.""

4. Comparison groups - UNCERTAIN: Cannot determine from title alone.

5. Published in English - UNCERTAIN: Cannot determine, but title is in English.

**Assessment of Exclusion Criteria:**
1. Conference abstract - UNCERTAIN: No information provided about publication type.

2. Review articles, editorials, etc. - POSSIBLE: The broad title ""implications in autoimmunity and autoimmune hepatitis"" and the phrase ""pathogenic and therapeutic implications"" could suggest this is a review article rather than original research. However, this cannot be confirmed without the abstract.

3. Case reports <3 patients - Unlikely based on title scope.

4. Exclusively ICI-DILI - NO: Title mentions autoimmunity and AIH broadly, not drug-induced injury.

5. PBC/PSC without AIH - NO: AIH is explicitly mentioned.

**Key Issue:** The abstract is not available, making it impossible to definitively determine if this is original research or a review article. The protocol instructs that when information is insufficient, I should lean towards INCLUDE to maintain high sensitivity and avoid missing potentially relevant studies.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:37:35.360932
184,Immune signatures in variant syndromes of primary biliary cholangitis and autoimmune hepatitis.,,,10.1097/HC9.0000000000000123,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Title Analysis:**
The title mentions ""Immune signatures in variant syndromes of primary biliary cholangitis and autoimmune hepatitis."" This suggests the study examines both PBC and AIH, specifically variant syndromes (overlap syndromes).

**Checking Inclusion Criteria:**
1. Original research articles - The title suggests this could be original research examining ""immune signatures,"" but without an abstract, I cannot confirm this definitively.
2. Studies examining checkpoint receptors - The term ""immune signatures"" could potentially include checkpoint receptors, but this is not explicitly stated in the title.
3. Studies in AIH patients - Yes, the title explicitly mentions autoimmune hepatitis.
4. Comparison groups - The title mentions both PBC and AIH, suggesting comparative analysis.
5. Language - Unknown, but likely English given the title.

**Checking Exclusion Criteria:**
1. Conference abstract - Cannot determine from the information provided.
2. Review article/editorial - The title suggests original research (""immune signatures""), but cannot confirm without abstract.
3. Case report <3 patients - Unlikely given the title suggests a broader study of ""variant syndromes.""
4. Exclusively ICI-DILI - No, this appears to be about primary autoimmune conditions.
5. PBC/PSC without AIH comparison - The title explicitly includes AIH, so this exclusion does not apply.

**Key Considerations:**
- The abstract is not available, making it difficult to determine if checkpoint receptors are actually studied
- The title includes AIH, which meets a core inclusion criterion
- ""Immune signatures"" is a broad term that could potentially include checkpoint receptor expression
- Following the instruction to ""lean towards INCLUDE to avoid missing potentially relevant studies (high sensitivity approach)"" when information is insufficient",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:37:45.651137
277,Immune-Mediated Hepatitis During Immune Checkpoint Inhibitor cancer Immunotherapy: Lessons From Autoimmune Hepatitis and Liver Immunology.,,,10.3389/fimmu.2022.907591,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Title Analysis:**
The title is ""Immune-Mediated Hepatitis During Immune Checkpoint Inhibitor cancer Immunotherapy: Lessons From Autoimmune Hepatitis and Liver Immunology.""

Key observations:
1. The primary focus appears to be on ""immune-mediated hepatitis during immune checkpoint inhibitor cancer immunotherapy"" - this suggests the main topic is checkpoint inhibitor drug-induced liver injury (ICI-DILI)
2. The phrase ""Lessons From Autoimmune Hepatitis"" suggests AIH is discussed as a comparison or framework, but may not be the primary subject of original research
3. No abstract is available to clarify the content

**Applying Exclusion Criteria:**
- Exclusion criterion #4 specifically states: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)"" should be excluded
- The title strongly suggests this is primarily about ICI-DILI, with AIH mentioned as a comparative reference point

**Applying Inclusion Criteria:**
- Cannot determine if this is original research or a review article (criterion #1 and exclusion criterion #2)
- Cannot determine if it examines the specific checkpoint receptors in AIH patients (criteria #2-3)
- The title suggests it may be a review or educational piece drawing ""lessons"" rather than presenting original data on AIH

**Missing Information:**
Without an abstract, authors, or journal information, there is significant uncertainty. However, the title structure (""Lessons From..."") typically indicates a review, perspective, or educational article rather than original research.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:37:55.723891
222,Immune-mediated hepatitis caused by toripalimab: A case report.,,,10.5414/CP204647,exclude,"1. **Study Type Assessment**: The title indicates this is a ""case report"" about immune-mediated hepatitis caused by toripalimab (an immune checkpoint inhibitor drug).

2. **Number of Patients**: Case reports typically involve 1-2 patients. The exclusion criteria specify that ""case reports with fewer than 3 patients"" should be excluded. Without access to the full text, it's reasonable to assume this is a single case or very small case series (fewer than 3 patients), which is typical for case reports.

3. **Subject Matter**: The study is about ""immune-mediated hepatitis caused by toripalimab."" Toripalimab is a PD-1 checkpoint inhibitor drug. This appears to be about checkpoint inhibitor drug-induced liver injury (ICI-DILI).

4. **Exclusion Criteria Match**:
   - Exclusion criterion #3: ""Case reports with fewer than 3 patients"" - This appears to apply
   - Exclusion criterion #4: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)"" - This clearly applies, as the title explicitly states the hepatitis was ""caused by toripalimab"" (a checkpoint inhibitor drug)

5. **Inclusion Criteria Assessment**: While the study involves a checkpoint inhibitor (PD-1), it is about drug-induced hepatitis, not autoimmune hepatitis (AIH) as a primary disease entity. The focus is on adverse effects of checkpoint inhibitor therapy, not the pathogenesis of AIH itself.

6. **Relevance to Review Objective**: The review aims to understand checkpoint receptors in AIH pathogenesis, not drug-induced liver injury from checkpoint inhibitor therapy.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:38:08.019867
237,Immune-mediated liver injury caused by immune checkpoint inhibitors exhibits distinct clinical features that differ from autoimmune hepatitis.,,,10.1080/17425255.2024.2434642,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Title Analysis:**
The title indicates this study is about ""Immune-mediated liver injury caused by immune checkpoint inhibitors"" and compares it to autoimmune hepatitis (AIH). This suggests the study's primary focus is on checkpoint inhibitor drug-induced liver injury (ICI-DILI).

**Applying Exclusion Criteria:**

1. Conference abstracts without full text - Cannot determine from the information provided
2. Review articles, editorials, commentaries, letters without original data - Cannot determine, but the title suggests it may be an original research article (uses ""exhibits"" suggesting observational findings)
3. Case reports with fewer than 3 patients - Unlikely given the comparative nature suggested by the title
4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)** - This is the critical criterion. The title explicitly states the study is about ""immune-mediated liver injury caused by immune checkpoint inhibitors""
5. Studies on PBC or PSC without AIH comparison - Not applicable

**Key Issue:**
Exclusion criterion #4 specifically excludes ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)."" The title clearly indicates this study is about ICI-DILI, though it does compare it to AIH. The comparison to AIH appears to be for the purpose of distinguishing ICI-DILI from AIH, rather than studying AIH pathogenesis itself.

**Applying Inclusion Criteria:**
The study does not appear to examine the role of checkpoint receptors IN the pathogenesis of AIH, but rather examines liver injury CAUSED BY checkpoint inhibitor drugs, which is a different phenomenon.

**Conclusion:**
This appears to be a study focused on drug-induced liver injury from checkpoint inhibitor therapy, which falls under exclusion criterion #4.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:38:17.642782
284,Immune-mediated liver injury following COVID-19 vaccination.,,,10.5501/wjv.v12.i2.100,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Available Information:**
- Title: ""Immune-mediated liver injury following COVID-19 vaccination""
- No abstract available
- No author, year, or journal information provided

**Analysis:**

1. **Topic Relevance:** The title indicates this study is about immune-mediated liver injury related to COVID-19 vaccination. This appears to be about vaccine-induced liver injury rather than autoimmune hepatitis specifically.

2. **Relationship to AIH:** While some cases of immune-mediated liver injury post-vaccination could potentially be AIH or AIH-like conditions, the title does not specifically mention autoimmune hepatitis. However, without an abstract, I cannot determine if:
   - The study includes AIH patients
   - The study examines checkpoint receptors (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R)
   - This is original research or a review/case report

3. **Potential Exclusions:**
   - This could be a case report with <3 patients (exclusion criterion #3)
   - This could be a review article without original data (exclusion criterion #2)
   - The study may not examine any of the specified checkpoint receptors (inclusion criterion #2)
   - The study may not involve AIH patients or animal models (inclusion criterion #3)

4. **Uncertainty:** The complete lack of an abstract and other bibliographic details makes it impossible to definitively determine if this meets inclusion criteria. The title alone suggests this is likely NOT about the checkpoint receptors in AIH pathogenesis, but rather about a different type of immune-mediated liver injury.

5. **High Sensitivity Approach Consideration:** While the instructions suggest leaning toward INCLUDE when information is insufficient, the title itself provides strong indication that this is about vaccination-related liver injury rather than AIH pathogenesis and checkpoint receptors.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:38:29.569146
255,Immune-related adverse reactions in the hepatobiliary system: second-generation check-point inhibitors highlight diverse histological changes.,,,10.1111/his.14000,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Title Analysis:**
The title mentions ""Immune-related adverse reactions in the hepatobiliary system"" and ""check-point inhibitors"" with ""diverse histological changes."" This suggests the study is about adverse effects from checkpoint inhibitor drugs affecting the liver.

**Applying Exclusion Criteria:**

1. Conference abstracts without full text - Cannot determine from the information provided
2. Review articles, editorials, commentaries, letters without original data - Cannot determine definitively, but the mention of ""highlight diverse histological changes"" suggests it may contain original observations
3. Case reports with fewer than 3 patients - Cannot determine
4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)** - This is the critical criterion. The title strongly suggests this is about ""immune-related adverse reactions"" from checkpoint inhibitors, which is essentially ICI-DILI (checkpoint inhibitor drug-induced liver injury)
5. Studies on PBC or PSC without AIH comparison - Not applicable

**Applying Inclusion Criteria:**

The study does not appear to be about:
- Autoimmune hepatitis (AIH) as a primary disease
- The pathogenesis of AIH
- Expression or function of checkpoint receptors in AIH patients or AIH animal models

Instead, it appears to focus on adverse drug reactions (liver injury) caused by checkpoint inhibitor therapy, which is specifically excluded by Exclusion Criterion #4.

**Key Issue:**
The protocol explicitly excludes ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI),"" and this citation appears to be exactly that type of study based on the title.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:38:38.976018
309,Immune-related hepatitis related to checkpoint inhibitors: Clinical and prognostic factors.,,,10.1111/liv.14489,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Title Analysis:**
The title is ""Immune-related hepatitis related to checkpoint inhibitors: Clinical and prognostic factors.""

Key observations:
1. The study focuses on ""immune-related hepatitis related to checkpoint inhibitors"" - this appears to be about checkpoint inhibitor drug-induced liver injury (ICI-DILI)
2. The title does not mention autoimmune hepatitis (AIH) specifically
3. The focus seems to be on hepatitis as an adverse effect of checkpoint inhibitor therapy, not on the role of checkpoint receptors in AIH pathogenesis

**Applying Exclusion Criteria:**
- Exclusion criterion #4 specifically states: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)""
- This title strongly suggests the study is about ICI-DILI, which is hepatotoxicity caused by checkpoint inhibitor drugs used in cancer treatment
- This is fundamentally different from studying whether checkpoint receptors are involved in AIH pathogenesis

**Applying Inclusion Criteria:**
- The study does not appear to examine checkpoint receptors in AIH patients or animal models
- It appears to focus on adverse drug reactions rather than AIH disease mechanisms

**Limitations:**
- No abstract is available to confirm the exact content
- However, the title is quite specific and clearly indicates the focus is on checkpoint inhibitor-related hepatitis (an adverse drug effect)

Despite the general principle of being inclusive when information is limited, the title is sufficiently clear that this study is about drug-induced liver injury from checkpoint inhibitor therapy, which is explicitly excluded by criterion #4.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:38:48.127252
321,Immunosuppressive drugs affect interferon (IFN)-γ and programmed cell death 1 (PD-1) kinetics in patients with newly diagnosed autoimmune hepatitis.,,,10.1111/cei.12956,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Assessing Inclusion Criteria:**

1. **Original research articles**: The title suggests this is an original research study examining kinetics of biomarkers in patients, which implies original data collection and analysis.

2. **Studies examining checkpoint receptors**: Yes - the study explicitly mentions PD-1 (programmed cell death 1), which is one of the checkpoint receptors specified in the protocol.

3. **Studies in patients with AIH**: Yes - the title clearly states ""patients with newly diagnosed autoimmune hepatitis.""

4. **Studies comparing AIH to controls**: The title mentions examining kinetics in AIH patients, though it's unclear if there are control groups. However, the focus on ""newly diagnosed"" patients and drug effects suggests longitudinal or comparative analysis.

5. **Published in English**: The title is in English, suggesting the article is in English.

**Assessing Exclusion Criteria:**

1. **Conference abstracts**: Cannot determine from the information provided, but the title suggests a full research article.

2. **Review articles, editorials, etc.**: The title structure suggests an original research study, not a review or commentary.

3. **Case reports <3 patients**: The use of plural ""patients"" suggests more than 3 patients.

4. **Studies exclusively on ICI-DILI**: No - this is about autoimmune hepatitis patients receiving immunosuppressive treatment, not checkpoint inhibitor drug-induced liver injury.

5. **PBC/PSC without AIH**: Not applicable - the study is specifically on AIH.

**Key Considerations:**
- The abstract is not available, which limits full assessment
- The title clearly indicates relevance to the review (PD-1 in AIH patients)
- Following the instruction to use a high sensitivity approach when information is limited",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:38:57.947849
194,Increased Intrahepatic Expression of Immune Checkpoint Molecules in Autoimmune Liver Disease.,,,10.3390/cells10102671,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Available Information:**
- Title: ""Increased Intrahepatic Expression of Immune Checkpoint Molecules in Autoimmune Liver Disease""
- No abstract available
- No author, year, or journal information provided

**Evaluation against Inclusion Criteria:**

1. **Original research articles**: The title suggests this is likely an original research article (uses ""Increased...Expression"" which implies empirical findings), but cannot be confirmed without abstract.

2. **Studies examining checkpoint molecules**: The title explicitly mentions ""Immune Checkpoint Molecules"" - this directly aligns with the review's focus on inhibitory checkpoint receptors.

3. **Studies in AIH patients or models**: The title mentions ""Autoimmune Liver Disease"" which would include autoimmune hepatitis (AIH). However, it's not specific to AIH alone.

4. **Comparison to controls**: Cannot determine from title alone.

5. **Published in English**: Title is in English, suggesting the article is in English.

**Evaluation against Exclusion Criteria:**

1. **Conference abstract**: Cannot determine from available information.
2. **Review/editorial/commentary**: Title suggests original research rather than review.
3. **Case reports <3 patients**: Unlikely given the title structure.
4. **Exclusively ICI-DILI**: No indication of this; title suggests naturally occurring autoimmune disease.
5. **PBC/PSC without AIH**: The term ""autoimmune liver disease"" is broad and could include PBC/PSC, but likely also includes AIH.

**Key Considerations:**
- The abstract is missing, making definitive determination difficult
- The title is highly relevant to the review objectives (checkpoint molecules in autoimmune liver disease)
- Following the instruction to ""lean towards INCLUDE to avoid missing potentially relevant studies (high sensitivity approach)"" when information is insufficient",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:39:10.699846
299,Increased reporting of fatal hepatitis associated with immune checkpoint inhibitors.,,,10.1016/j.ejca.2019.09.022,exclude,"1. **Study Type Assessment**: The title suggests this is a study about reporting patterns of fatal hepatitis associated with immune checkpoint inhibitors. Without an abstract, I cannot definitively determine if this is original research, a review, or another article type.

2. **Topic Relevance**: The study focuses on hepatitis associated with immune checkpoint inhibitors (ICI). This appears to be about checkpoint inhibitor drug-induced liver injury (ICI-DILI), which is specifically listed in Exclusion Criterion #4: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI).""

3. **Autoimmune Hepatitis (AIH) Connection**: The title mentions ""hepatitis associated with immune checkpoint inhibitors,"" which is a distinct clinical entity from autoimmune hepatitis. ICI-DILI is a drug-induced condition that occurs as an adverse effect of cancer immunotherapy, not the spontaneous autoimmune hepatitis that is the focus of this review.

4. **Checkpoint Receptor Expression/Function**: While the study involves immune checkpoint inhibitors, it appears to focus on adverse events (fatal hepatitis) rather than examining the expression, function, or genetic variants of checkpoint receptors in AIH patients or models (Inclusion Criterion #2).

5. **Study Population**: There is no indication that this study examines patients with autoimmune hepatitis or animal models of AIH (Inclusion Criterion #3).

6. **Abstract Availability**: The abstract is not available, which creates uncertainty. However, the title is quite clear about the focus being on checkpoint inhibitor-associated hepatitis.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:39:20.195582
273,Integrative molecular profiling of autoreactive CD4 T cells in autoimmune hepatitis.,,,10.1016/j.jhep.2020.05.053,include,"1. **Study type assessment**: The title suggests this is an original research article (""Integrative molecular profiling...""), which meets inclusion criterion #1.

2. **Disease relevance**: The title explicitly mentions ""autoimmune hepatitis"" (AIH), which directly meets inclusion criterion #3.

3. **Subject matter**: The study focuses on ""autoreactive CD4 T cells"" in AIH. While the title doesn't explicitly mention the specific checkpoint receptors listed (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R), the term ""integrative molecular profiling"" suggests a comprehensive analysis that could potentially include these molecules, as they are important regulators of T cell function.

4. **Abstract availability**: No abstract is available, which limits the ability to confirm whether specific checkpoint receptors are examined. However, per the instructions, when abstract information is insufficient, I should lean towards INCLUDE to maintain high sensitivity.

5. **Exclusion criteria check**:
   - Not identifiable as a conference abstract without full text
   - Not identifiable as a review, editorial, or commentary based on the title
   - Not a case report (molecular profiling suggests larger study)
   - Not exclusively about checkpoint inhibitor drug-induced liver injury
   - Specifically about AIH, not PBC or PSC

6. **Rationale for inclusion**: Given that this is molecular profiling of T cells in AIH, and checkpoint receptors are key molecules expressed on T cells that regulate their function in autoimmune diseases, there is a reasonable probability this study examines one or more of the checkpoint receptors of interest.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:39:30.225629
315,"Intrahepatic expression of the co-stimulatory molecules programmed death-1, and its ligands in autoimmune liver disease.",,,10.1111/j.1440-1827.2007.02129.x,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Analyzing the Title:**
- The study examines ""programmed death-1"" (PD-1) and ""its ligands"" - these are explicitly mentioned checkpoint receptors in the inclusion criteria
- The study focuses on ""autoimmune liver disease"" which would include autoimmune hepatitis (AIH)
- The study examines ""intrahepatic expression"" which relates to expression patterns mentioned in the review objectives
- The title suggests this is an original research article examining expression of relevant checkpoint molecules

**Checking Inclusion Criteria:**
1. Original research articles - The title suggests this is an original research study (not a review)
2. Studies examining expression of PD-1 - YES, explicitly mentioned
3. Studies in patients with autoimmune hepatitis - The term ""autoimmune liver disease"" typically encompasses AIH, though it may also include PBC and PSC
4. Studies comparing AIH to controls - Cannot determine from title alone
5. Published in English - Cannot determine, but title is in English

**Checking Exclusion Criteria:**
1. Conference abstract - Cannot determine from available information
2. Review article - Title suggests original research, not a review
3. Case report <3 patients - Unlikely given the title structure
4. Exclusively on ICI-DILI - No, this is about autoimmune liver disease
5. Exclusively on PBC/PSC without AIH - The term ""autoimmune liver disease"" typically includes AIH

**Key Considerations:**
- Abstract is not available, making full assessment impossible
- The title is highly relevant to the review objectives (PD-1 expression in autoimmune liver disease)
- Following the instruction to ""lean towards INCLUDE to avoid missing potentially relevant studies"" when information is insufficient
- The study directly addresses checkpoint receptors (PD-1) in autoimmune liver disease",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:39:40.674744
145,"Ipilimumab administration for advanced melanoma in patients with pre-existing Hepatitis B or C infection: a multicenter, retrospective case series.",,,10.1186/s40425-014-0033-1,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

1. **Study type**: The title indicates this is a ""multicenter, retrospective case series"" - this appears to be an original research article presenting case data.

2. **Topic relevance**: The study is about ""Ipilimumab administration for advanced melanoma in patients with pre-existing Hepatitis B or C infection""
   - Ipilimumab is a CTLA-4 checkpoint inhibitor (one of the receptors of interest)
   - However, the study focuses on melanoma patients with viral hepatitis (Hepatitis B or C), NOT autoimmune hepatitis (AIH)

3. **Disease condition**: The patients have:
   - Advanced melanoma (primary condition being treated)
   - Pre-existing Hepatitis B or C (viral hepatitis, not autoimmune hepatitis)
   - This is NOT a study of autoimmune hepatitis patients

4. **Checkpoint inhibitor-induced liver injury**: This study appears to be examining the safety/outcomes of checkpoint inhibitor therapy in patients with pre-existing viral liver disease. This likely falls under checkpoint inhibitor drug-induced liver injury (ICI-DILI) monitoring, which is specifically listed in Exclusion Criterion #4.

5. **Exclusion criteria assessment**:
   - Does NOT study autoimmune hepatitis (fails Inclusion Criterion #3)
   - Studies checkpoint inhibitor administration and its effects, likely ICI-DILI (Exclusion Criterion #4)
   - Studies viral hepatitis (Hepatitis B/C), not AIH",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:39:49.291500
238,Ipilimumab-associated Hepatitis: Clinicopathologic Characterization in a Series of 11 Cases.,,,10.1097/PAS.0000000000000453,uncertain,API error during screening - marked for manual review,anthropic/claude-sonnet-4-5-20250929,2026-01-28T08:55:25.289609
251,Lack of B and T lymphocyte attenuator exacerbates autoimmune disorders and induces Fas-independent liver injury in MRL-lpr/lpr mice.,,,10.1093/intimm/dxr017,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Analyzing Inclusion Criteria:**

1. **Original research article**: The title suggests this is an original research study (uses language like ""exacerbates"" and ""induces"" suggesting experimental work). ✓

2. **Studies examining checkpoint receptors**: Yes, the study explicitly examines BTLA (B and T lymphocyte attenuator), which is one of the specified checkpoint receptors in the protocol. ✓

3. **Studies in AIH patients or animal models**: The study uses MRL-lpr/lpr mice, which is a well-established mouse model for autoimmune disorders. The title mentions ""autoimmune disorders"" and ""liver injury,"" which could potentially include autoimmune hepatitis or related autoimmune liver pathology. ✓ (likely)

4. **Comparison to controls**: The study examines ""lack of"" BTLA, suggesting a knockout or deficiency model compared to wild-type controls. ✓ (implied)

5. **Published in English**: The title is in English, suggesting the article is in English. ✓ (likely)

**Analyzing Exclusion Criteria:**

1. **Conference abstract**: Cannot determine from the information provided, but the title structure suggests a full article.

2. **Review article/editorial**: The experimental language suggests original research, not a review.

3. **Case report <3 patients**: This is an animal study, not a case report.

4. **Exclusively on ICI-DILI**: No, this is about genetic lack of BTLA in an autoimmune model, not drug-induced injury.

5. **PBC/PSC without AIH**: The study mentions ""autoimmune disorders"" and ""liver injury"" in MRL-lpr/lpr mice, which could include AIH-like pathology.

**Key Considerations:**
- The abstract is not available, making full assessment difficult
- The study examines BTLA (a specified checkpoint receptor) in an autoimmune context with liver injury
- MRL-lpr/lpr mice develop systemic autoimmune disease and could model AIH
- Following the instruction to ""lean towards INCLUDE"" when information is insufficient",anthropic/claude-sonnet-4-5-20250929,2026-01-28T08:55:37.567170
272,Liver damage related to immune checkpoint inhibitors.,,,10.1007/s12072-018-9921-7,exclude,"1. **Article Type Assessment**: The title suggests this is likely a review article or general discussion about liver damage related to immune checkpoint inhibitors. Without an abstract or additional information, I cannot confirm if this contains original research data.

2. **Topic Relevance**: The title focuses on ""liver damage related to immune checkpoint inhibitors,"" which suggests this is about checkpoint inhibitor drug-induced liver injury (ICI-DILI).

3. **Exclusion Criteria Application**:
   - Exclusion criterion #4 specifically states: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)"" should be excluded
   - The title strongly suggests this is about ICI-DILI, not about the role of checkpoint receptors in the pathogenesis of autoimmune hepatitis

4. **Inclusion Criteria Assessment**:
   - The study does not appear to examine checkpoint receptors in the context of AIH pathogenesis
   - It appears to focus on adverse effects of checkpoint inhibitor drugs rather than the biological role of checkpoint molecules in AIH

5. **Missing Information**: While the abstract is not available, the title is quite specific and clearly indicates the focus is on drug-induced liver injury from checkpoint inhibitors, not the role of these receptors in AIH pathogenesis.

6. **High Sensitivity Consideration**: Although the instruction suggests leaning toward INCLUDE when information is insufficient, the title provides sufficient information to determine this is about ICI-DILI, which is explicitly excluded by the protocol.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T08:55:46.327358
